,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
5701,U001,100031704,DELHAIZE foundation,09:58.7,2020,1930801633,11/8/2035 0:00,00:00.0,11/9/2035 0:00,NAA8,3437,0-15
5702,U001,200744019,TARG trust,46:08.6,2020,1930819138,11/9/2035 0:00,00:00.0,11/10/2035 0:00,NAA8,107666.22,0-15
5703,U001,200076137,OLLIE associates,28:26.7,2020,1930768961,11/10/2035 0:00,00:00.0,11/11/2035 0:00,NAA8,6904.8,0-15
5704,U001,200705742,DOT ,07:36.2,2020,1930666822,11/11/2035 0:00,00:00.0,11/12/2035 0:00,NAD1,1066.53,
5705,U001,200759878,SA ,10:14.2,2020,1930606613,11/12/2035 0:00,00:00.0,11/13/2035 0:00,NAH4,32466.26,0-15
5706,U001,100030964,NATURA trust,36:45.1,2020,1930860077,11/13/2035 0:00,00:00.0,11/14/2035 0:00,NAA8,2989.25,
5707,U001,200772670,ASSOCIAT us,49:08.2,2020,1930832171,11/14/2035 0:00,00:00.0,11/15/2035 0:00,NAU5,98850.74,0-15
5708,CA02,140106184,JAM corporation,31:03.7,2020,2960627978,11/15/2035 0:00,00:00.0,11/16/2035 0:00,CA10,1760.57,0-15
5709,U001,200729290,KROGER associates,19:29.9,2020,1930796669,11/16/2035 0:00,00:00.0,11/17/2035 0:00,NAA8,15936.38,0-15
5710,CA02,140104409,LOB foundation,43:57.1,2020,2960620472,11/17/2035 0:00,00:00.0,11/18/2035 0:00,CA10,79789.255,0-15
5711,U001,200762301,C&S WH corporation,12:24.3,2020,1930783329,11/18/2035 0:00,00:00.0,11/19/2035 0:00,NAC6,81109.45,0-15
5712,U001,200769623,WAL-MAR co,32:16.1,2020,1930843167,11/19/2035 0:00,00:00.0,11/20/2035 0:00,NAH4,9464.49,0-15
5713,U001,200076137,OLLIE ,17:15.1,2020,1930720261,11/20/2035 0:00,00:00.0,11/21/2035 0:00,NAA8,12882.6,0-15
5714,U001,200764795,SYSCO  corporation,32:05.3,2020,1930688850,11/21/2035 0:00,00:00.0,11/22/2035 0:00,NAA8,296.54,0-15
5715,U001,200772595,SAFEW foundation,25:50.8,2020,1930720495,11/22/2035 0:00,00:00.0,11/23/2035 0:00,NAA8,91097.36,0-15
5716,CA02,140105847,GORDON F in,58:55.9,2020,2960623001,11/23/2035 0:00,00:00.0,11/24/2035 0:00,CA10,4078.375,0-15
5717,U001,200776463,KROGE foundation,42:53.0,2020,1930706408,11/24/2035 0:00,00:00.0,11/25/2035 0:00,NAA8,15860.08,0-15
5718,U001,200761734,H E BUT foundation,43:41.6,2020,1930700658,11/25/2035 0:00,00:00.0,11/26/2035 0:00,NAA8,1139.41,
5719,U001,200705089,JETR associates,20:40.3,2020,1930762743,11/26/2035 0:00,00:00.0,11/27/2035 0:00,NAA8,9872.07,0-15
5720,U001,200769623,WAL-MAR ,28:01.7,2020,1930673818,11/27/2035 0:00,00:00.0,11/28/2035 0:00,NAH4,24853.22,0-15
5721,U001,200769623,WAL-MAR foundation,50:09.1,2020,1930823869,11/28/2035 0:00,00:00.0,11/29/2035 0:00,NAH4,24411.9,0-15
5722,U001,200759878,SA in,12:58.6,2020,1930784858,11/29/2035 0:00,00:00.0,11/30/2035 0:00,NAWP,116535.59,0-15
5723,U001,200759878,SA trust,38:51.1,2020,1930799976,11/30/2035 0:00,00:00.0,12/1/2035 0:00,NAH4,43171.9,0-15
5724,U001,200761734,H E BUT in,30:48.3,2020,1930646546,12/1/2035 0:00,00:00.0,12/2/2035 0:00,NAA8,90123.58,
5725,U001,200744019,TARG us,31:29.2,2020,1930800137,12/2/2035 0:00,00:00.0,12/3/2035 0:00,NAA8,1497.48,0-15
5726,U001,200726979,BJ'S  corp,55:26.8,2020,1930773873,12/3/2035 0:00,00:00.0,12/4/2035 0:00,NAA8,1031.17,0-15
5727,U001,200794332,COST co,38:07.5,2020,1930871133,12/4/2035 0:00,00:00.0,12/5/2035 0:00,NAAX,8793.09,0-15
5728,U001,200769623,WAL-MAR systems,52:20.1,2020,1930762772,12/5/2035 0:00,00:00.0,12/6/2035 0:00,NAH4,7296.97,0-15
5729,U001,200723794,MID MO corp,33:54.6,2020,1930804603,12/6/2035 0:00,00:00.0,12/7/2035 0:00,NAA8,4770.99,0-15
5730,U001,200707822,PUBLI associates,51:03.4,2020,1930772816,12/7/2035 0:00,00:00.0,12/8/2035 0:00,NAA8,23593.66,0-15
5731,U001,200756811,LUCA llc,40:03.0,2020,1930608290,12/8/2035 0:00,00:00.0,12/9/2035 0:00,NA10,98128.73,16-30
5732,CA02,140104240,FEDER foundation,54:00.2,2020,2960623670,12/9/2035 0:00,00:00.0,12/10/2035 0:00,CA10,85377.95,0-15
5733,U001,200744019,TARG trust,20:23.3,2020,1930826761,12/10/2035 0:00,00:00.0,12/11/2035 0:00,NAA8,2459.11,0-15
5734,U001,200769623,WAL-MAR us,31:59.9,2020,1930778901,12/11/2035 0:00,00:00.0,12/12/2035 0:00,NAH4,13704.72,0-15
5735,U001,200794332,COST trust,33:17.4,2020,1930629658,12/12/2035 0:00,00:00.0,12/13/2035 0:00,NAAX,14204.38,0-15
5736,U001,200769623,WAL-MAR in,35:42.0,2020,1930731636,12/13/2035 0:00,00:00.0,12/14/2035 0:00,NAH4,26906.54,0-15
5737,U001,200769623,WAL-MAR associates,23:25.2,2020,1930664410,12/14/2035 0:00,00:00.0,12/15/2035 0:00,NAH4,1544.58,0-15
5738,U001,200418007,AM in,46:48.1,2020,1930706930,12/15/2035 0:00,00:00.0,12/16/2035 0:00,NAA8,2840.76,16-30
5739,U001,200712105,WALG corporation,16:32.6,2020,1930691530,12/16/2035 0:00,00:00.0,12/17/2035 0:00,NAA8,36633.78,0-15
5740,U001,200762301,C&S WH systems,25:55.9,2020,1930802821,12/17/2035 0:00,00:00.0,12/18/2035 0:00,NAC6,57950.5,0-15
5741,U001,200752607,IRA HI systems,49:04.1,2020,1930607534,12/18/2035 0:00,00:00.0,12/19/2035 0:00,NAA8,9036.68,0-15
5742,U001,200769623,WAL-MAR associates,19:31.8,2020,1930847686,12/19/2035 0:00,00:00.0,12/20/2035 0:00,NAH4,7678.93,0-15
5743,U001,200769623,WAL-MAR associates,05:20.9,2020,1930683925,12/20/2035 0:00,00:00.0,12/21/2035 0:00,NAH4,661.11,0-15
5744,U001,200776463,KROGE llc,05:25.3,2020,1930635143,12/21/2035 0:00,00:00.0,12/22/2035 0:00,NAA8,144179.67,0-15
5745,CA02,100030194,AMAZO corporation,33:25.0,2020,2960628831,12/22/2035 0:00,00:00.0,12/23/2035 0:00,CA10,66361.68,0-15
5746,U001,200353024,DECA associates,06:43.6,2020,1930877455,12/23/2035 0:00,00:00.0,12/24/2035 0:00,NAM4,254.76,
5747,U001,200792734,MDV/ in,30:14.6,2020,1930651104,12/24/2035 0:00,00:00.0,12/25/2035 0:00,NAA8,63325.14,0-15
5748,U001,200769623,WAL-MAR corp,34:24.4,2020,1930863031,12/25/2035 0:00,00:00.0,12/26/2035 0:00,NAH4,37864.59,0-15
5749,U001,200769623,WAL-MAR ,14:55.3,2020,1930636958,12/26/2035 0:00,00:00.0,12/27/2035 0:00,NAH4,1784.79,0-15
5750,U001,200936373,SUPE ,52:27.1,2020,1930733916,12/27/2035 0:00,00:00.0,12/28/2035 0:00,NAA8,24028.72,0-15
5751,U001,CCCA02,KRAFT  foundation,47:33.8,2020,1930615393,12/28/2035 0:00,00:00.0,12/29/2035 0:00,NAG2,7982.4,0-15
5752,U001,200705742,DOT systems,32:53.9,2020,1930686950,12/29/2035 0:00,00:00.0,12/30/2035 0:00,NA32,1061.62,
5753,U001,200744019,TARG corp,27:52.3,2020,1930708578,12/30/2035 0:00,00:00.0,12/31/2035 0:00,NAA8,12738.45,0-15
5754,U001,200769623,WAL-MAR corporation,01:00.6,2020,1930577183,12/31/2035 0:00,00:00.0,1/1/2036 0:00,NAH4,40656.66,0-15
5755,U001,200794332,COST co,58:18.6,2020,1930648427,1/1/2036 0:00,00:00.0,1/2/2036 0:00,NAAX,33031.83,0-15
5756,U001,200861551,MRS GR foundation,29:49.1,2020,1930876169,1/2/2036 0:00,00:00.0,1/3/2036 0:00,NAA8,19769.7,0-15
5757,U001,200769623,WAL-MAR co,13:47.7,2020,1930782749,1/3/2036 0:00,00:00.0,1/4/2036 0:00,NAH4,11664.88,0-15
5758,U001,200769623,WAL-MAR co,13:05.9,2020,1930698759,1/4/2036 0:00,00:00.0,1/5/2036 0:00,NAH4,15418.58,0-15
5759,CA02,140104249,SOB in,42:34.7,2020,2960626048,1/5/2036 0:00,00:00.0,1/6/2036 0:00,CA10,43033.9,0-15
5760,U001,200726979,BJ'S  foundation,34:57.3,2020,1930677215,1/6/2036 0:00,00:00.0,1/7/2036 0:00,NAA8,154.55,0-15
5761,U001,CCU013,KRAFT F in,25:21.5,2020,1930611578,1/7/2036 0:00,00:00.0,1/8/2036 0:00,NAX2,14617.51,31-45
5762,U001,100031704,DELHAIZE systems,43:34.0,2020,1930856602,1/8/2036 0:00,00:00.0,1/9/2036 0:00,NAA8,47501.22,0-15
5763,U001,200762301,C&S WH associates,21:27.0,2020,1930844875,1/9/2036 0:00,00:00.0,1/10/2036 0:00,NAC6,105154.04,0-15
5764,CA02,140105686,SYSC us,51:36.9,2020,2960631849,1/10/2036 0:00,00:00.0,1/11/2036 0:00,CA10,12240.522,0-15
5765,U001,200707822,PUBLI foundation,21:00.6,2020,1930700387,1/11/2036 0:00,00:00.0,1/12/2036 0:00,NAA8,113676.06,0-15
5766,U001,200756072,REINHA in,41:33.1,2020,1930787774,1/12/2036 0:00,00:00.0,1/13/2036 0:00,NAA8,79160.72,0-15
5767,U001,200769623,WAL-MAR ,14:19.9,2020,1930731690,1/13/2036 0:00,00:00.0,1/14/2036 0:00,NAH4,22534.28,0-15
5768,U001,200779051,AFFILI corp,58:10.0,2020,1930857243,1/14/2036 0:00,00:00.0,1/15/2036 0:00,NAA8,46281.9,0-15
5769,U001,100043956,E&S trust,38:15.4,2020,1930802084,1/15/2036 0:00,00:00.0,1/16/2036 0:00,NAD1,4080.95,0-15
5770,U001,200353024,DECA associates,44:09.1,2020,1930876632,1/16/2036 0:00,00:00.0,1/17/2036 0:00,NAM4,2029.3,
5771,U001,200416837,DEC us,38:48.8,2020,1930822931,1/17/2036 0:00,00:00.0,1/18/2036 0:00,NAM2,8424.38,
5772,U001,200727272,BROOKS llc,25:36.9,2020,1930661526,1/18/2036 0:00,00:00.0,1/19/2036 0:00,NAA8,2829.18,0-15
5773,U001,200762301,C&S WH ,23:24.9,2020,1930642228,1/19/2036 0:00,00:00.0,1/20/2036 0:00,NAC6,63557.31,0-15
5774,U001,200726979,BJ'S  llc,11:45.5,2020,1930637622,1/20/2036 0:00,00:00.0,1/21/2036 0:00,NAA8,1064.79,0-15
5775,U001,200759878,SA associates,06:36.7,2020,1930682376,1/21/2036 0:00,00:00.0,1/22/2036 0:00,NAH4,29369.99,0-15
5776,U001,200769623,WAL-MAR trust,42:15.0,2020,1930706305,1/22/2036 0:00,00:00.0,1/23/2036 0:00,NAH4,1329.23,0-15
5777,CA02,140105686,SYSC foundation,43:20.0,2020,2960618031,1/23/2036 0:00,00:00.0,1/24/2036 0:00,CA10,23669.359,0-15
5778,CA02,140104240,FEDER ,43:21.9,2020,2960625187,1/24/2036 0:00,00:00.0,1/25/2036 0:00,CA10,58514.344,0-15
5779,CA02,140104552,THE NO corp,08:05.9,2020,2960626408,1/25/2036 0:00,00:00.0,1/26/2036 0:00,CA10,97749.372,0-15
5780,U001,200744019,TARG llc,51:09.3,2020,1930782474,1/26/2036 0:00,00:00.0,1/27/2036 0:00,NAA8,17506.13,0-15
5781,U001,200744019,TARG corporation,30:28.3,2020,1930623260,1/27/2036 0:00,00:00.0,1/28/2036 0:00,NAA8,17720.98,0-15
5782,U001,200772670,ASSOCIAT in,58:38.9,2020,1930748481,1/28/2036 0:00,00:00.0,1/29/2036 0:00,NAU5,3915.55,0-15
5783,U001,200707822,PUBLI corporation,25:51.3,2020,1930727478,1/29/2036 0:00,00:00.0,1/30/2036 0:00,NAA8,36859.97,0-15
5784,U001,200772670,ASSOCIAT llc,33:41.8,2020,1930726992,1/30/2036 0:00,00:00.0,1/31/2036 0:00,NAU5,70409.95,0-15
5785,U001,200779051,AFFILI corporation,06:20.7,2020,1930646421,1/31/2036 0:00,00:00.0,2/1/2036 0:00,NAA8,87999.45,0-15
5786,U001,200230690,DECA associates,23:05.2,2020,1930669771,2/1/2036 0:00,00:00.0,2/2/2036 0:00,NAM2,1133.74,
5787,U001,200748108,KROGER associates,57:01.9,2020,1930571725,2/2/2036 0:00,00:00.0,2/3/2036 0:00,NAA8,3280.34,0-15
5788,U001,200769623,WAL-MAR llc,29:26.1,2020,1930746921,2/3/2036 0:00,00:00.0,2/4/2036 0:00,NAH4,6916.42,0-15
5789,U001,200820380,SMITH'S trust,30:20.7,2020,1930721758,2/4/2036 0:00,00:00.0,2/5/2036 0:00,NAA8,102917.13,0-15
5790,U001,200726979,BJ'S  in,52:03.5,2020,1930630069,2/5/2036 0:00,00:00.0,2/6/2036 0:00,NAA8,1160.69,0-15
5791,U001,200769623,WAL-MAR in,33:41.4,2020,1930715009,2/6/2036 0:00,00:00.0,2/7/2036 0:00,NAH4,4272.86,0-15
5792,U001,200707822,PUBLI us,34:18.8,2020,1930833074,2/7/2036 0:00,00:00.0,2/8/2036 0:00,NAA8,49116.55,0-15
5793,U001,200769623,WAL-MAR trust,30:59.7,2020,1930852442,2/8/2036 0:00,00:00.0,2/9/2036 0:00,NAH4,47292.57,0-15
5794,CA02,140104440,SO systems,49:42.7,2020,2960619797,2/9/2036 0:00,00:00.0,2/10/2036 0:00,CA10,90576.745,0-15
5795,U001,200706844,WINC us,33:06.6,2020,1930875667,2/10/2036 0:00,00:00.0,2/11/2036 0:00,NAA8,2037.58,0-15
5796,U001,200418007,AM co,05:18.5,2020,1930581062,2/11/2036 0:00,00:00.0,2/12/2036 0:00,NAGD,1646.4,16-30
5797,U001,100043949,HOME R corp,52:26.2,2020,1930631841,2/12/2036 0:00,00:00.0,2/13/2036 0:00,NAA8,16992.76,0-15
5798,U001,100031704,DELHAIZE ,50:53.1,2020,1930744075,2/13/2036 0:00,00:00.0,2/14/2036 0:00,NAA8,106516.92,0-15
5799,U001,200762301,C&S WH llc,09:04.5,2020,1930583660,2/14/2036 0:00,00:00.0,2/15/2036 0:00,NAC6,50934.2,0-15
5800,U001,200718130,SYSCO F in,48:27.9,2020,1930665059,2/15/2036 0:00,00:00.0,2/16/2036 0:00,NAA8,45751.5,0-15
5801,U001,200707822,PUBLI corp,05:31.0,2020,1930724804,2/16/2036 0:00,00:00.0,2/17/2036 0:00,NAA8,7697.86,0-15
5802,U001,200769623,WAL-MAR corp,08:31.6,2020,1930647088,2/17/2036 0:00,00:00.0,2/18/2036 0:00,NAH4,15821.8,0-15
5803,U001,200749782,KROG foundation,14:15.0,2020,1930716219,2/18/2036 0:00,00:00.0,2/19/2036 0:00,NAA8,55672.73,0-15
5804,CA02,140104429,COSTCO systems,39:39.9,2020,2960628350,2/19/2036 0:00,00:00.0,2/20/2036 0:00,CA10,51472.12,0-15
5805,U001,200726979,BJ'S  systems,29:30.8,2020,1930577939,2/20/2036 0:00,00:00.0,2/21/2036 0:00,NAA8,233.65,0-15
5806,U001,200772595,SAFEW corp,36:23.6,2020,1930732044,2/21/2036 0:00,00:00.0,2/22/2036 0:00,NAA8,31277,0-15
5807,U001,100031704,DELHAIZE foundation,42:01.3,2020,1930673790,2/22/2036 0:00,00:00.0,2/23/2036 0:00,NAA8,85743.32,
5808,U001,200780383,MEIJ llc,05:31.2,2020,1930577509,2/23/2036 0:00,00:00.0,2/24/2036 0:00,NAA8,116037.15,0-15
5809,U001,200704045,RA corp,36:44.2,2020,1930747567,2/24/2036 0:00,00:00.0,2/25/2036 0:00,NAA8,44492.26,0-15
5810,U001,200707741,SMART &  ,31:15.6,2020,1930831444,2/25/2036 0:00,00:00.0,2/26/2036 0:00,NAGD,52781.03,0-15
5811,U001,140142846,MONDE systems,17:15.7,2020,1930606265,2/26/2036 0:00,00:00.0,2/27/2036 0:00,NACB,1704.33,0-15
5812,U001,100043949,HOME R foundation,42:05.4,2020,1930730730,2/27/2036 0:00,00:00.0,2/28/2036 0:00,NAA8,16992.76,0-15
5813,U001,200353024,DECA us,12:30.5,2020,1930875690,2/28/2036 0:00,00:00.0,2/29/2036 0:00,NAM4,13699.41,
5814,U001,200744019,TARG foundation,17:18.3,2020,1930793281,2/29/2036 0:00,00:00.0,3/1/2036 0:00,NAA8,29299.88,0-15
5815,U001,100030964,NATURA associates,51:15.9,2020,1930747362,3/1/2036 0:00,00:00.0,3/2/2036 0:00,NAA8,3699.75,
5816,U001,200744019,TARG corp,03:49.4,2020,1930730636,3/2/2036 0:00,00:00.0,3/3/2036 0:00,NAA8,364.61,0-15
5817,U001,200762301,C&S WH corporation,12:09.9,2020,1930610889,3/3/2036 0:00,00:00.0,3/4/2036 0:00,NAC6,21577.53,0-15
5818,U001,200726979,BJ'S  co,24:36.7,2020,1930664699,3/4/2036 0:00,00:00.0,3/5/2036 0:00,NAA8,33.18,
5819,U001,200762301,C&S WH systems,59:04.4,2020,1930772786,3/5/2036 0:00,00:00.0,3/6/2036 0:00,NAC6,59900.08,0-15
5820,U001,200326954,NEWE foundation,14:26.8,2020,1930624900,3/6/2036 0:00,00:00.0,3/7/2036 0:00,NAD8,71635.49,0-15
5821,CA02,140104440,SO foundation,36:24.9,2020,2960616075,3/7/2036 0:00,00:00.0,3/8/2036 0:00,CA10,93669.233,0-15
5822,U001,200353024,DECA llc,59:10.1,2020,1930605979,3/8/2036 0:00,00:00.0,3/9/2036 0:00,NAM4,1540.78,
5823,CA02,140106372,G T  associates,21:32.0,2020,2960624708,3/9/2036 0:00,00:00.0,3/10/2036 0:00,CA10,4088.203,0-15
5824,U001,200704045,RA systems,04:28.8,2020,1930649373,3/10/2036 0:00,00:00.0,3/11/2036 0:00,NAA8,102303.99,0-15
5825,U001,200782001,GORDO corporation,53:09.4,2020,1930631597,3/11/2036 0:00,00:00.0,3/12/2036 0:00,NAA8,32888.11,0-15
5826,U001,200799342,MITCH foundation,58:23.8,2020,1930780791,3/12/2036 0:00,00:00.0,3/13/2036 0:00,NAA8,15113.01,
5827,U001,200769623,WAL-MAR corporation,16:05.1,2020,1930772897,3/13/2036 0:00,00:00.0,3/14/2036 0:00,NAH4,10675.81,0-15
5828,U001,200726979,BJ'S  foundation,14:30.1,2020,1930586653,3/14/2036 0:00,00:00.0,3/15/2036 0:00,NAA8,14423.21,0-15
5829,U001,200721222,GO corp,17:15.9,2020,1930594968,3/15/2036 0:00,00:00.0,3/16/2036 0:00,NAA8,22656.86,0-15
5830,U001,200742791,QUI co,18:47.4,2020,1930721287,3/16/2036 0:00,00:00.0,3/17/2036 0:00,NAA8,28641.07,0-15
5831,U001,200439158,POST  co,27:42.0,2020,1930797792,3/17/2036 0:00,00:00.0,3/18/2036 0:00,NAA8,17916,0-15
5832,U001,200769623,WAL-MAR corp,08:31.6,2020,1930779127,3/18/2036 0:00,00:00.0,3/19/2036 0:00,NAH4,12923.42,0-15
5833,U001,200769623,WAL-MAR llc,51:12.7,2020,1930660972,3/19/2036 0:00,00:00.0,3/20/2036 0:00,NAH4,65219.82,0-15
5834,U001,200772670,ASSOCIAT co,02:59.2,2020,1930729705,3/20/2036 0:00,00:00.0,3/21/2036 0:00,NAU5,23583.65,0-15
5835,U001,200706844,WINC corporation,51:46.4,2020,1930829779,3/21/2036 0:00,00:00.0,3/22/2036 0:00,NAA8,1891.01,0-15
5836,U001,200769623,WAL-MAR trust,17:46.6,2020,1930571180,3/22/2036 0:00,00:00.0,3/23/2036 0:00,NAH4,9903.98,0-15
5837,U001,200769623,WAL-MAR trust,20:20.9,2020,1930830698,3/23/2036 0:00,00:00.0,3/24/2036 0:00,NAH4,2169.37,0-15
5838,U001,200769623,WAL-MAR trust,49:48.6,2020,1930813166,3/24/2036 0:00,00:00.0,3/25/2036 0:00,NAH4,38293.41,0-15
5839,U001,200797452,US  ,15:22.3,2020,1930809533,3/25/2036 0:00,00:00.0,3/26/2036 0:00,NAA8,12028.52,0-15
5840,U001,100030964,NATURA in,21:04.2,2020,1930600863,3/26/2036 0:00,00:00.0,3/27/2036 0:00,NAA8,11080.77,
5841,U001,200769623,WAL-MAR trust,30:36.3,2020,1930808431,3/27/2036 0:00,00:00.0,3/28/2036 0:00,NAH4,661.11,0-15
5842,U001,200750051,ALBER ,23:05.5,2020,1930630860,3/28/2036 0:00,00:00.0,3/29/2036 0:00,NAA8,76833.36,16-30
5843,U001,200759878,SA us,03:33.8,2020,1930717321,3/29/2036 0:00,00:00.0,3/30/2036 0:00,NAH4,26896.17,0-15
5844,U001,200592182,DECA ,28:21.4,2020,1930690336,3/30/2036 0:00,00:00.0,3/31/2036 0:00,NAM4,13557.43,
5845,U001,200707005,KING S systems,31:29.9,2020,1930763493,3/31/2036 0:00,00:00.0,4/1/2036 0:00,NAA8,14941.21,0-15
5846,U001,200726979,BJ'S  foundation,36:09.4,2020,1930773897,4/1/2036 0:00,00:00.0,4/2/2036 0:00,NAA8,371.83,0-15
5847,U001,200762301,C&S WH ,20:00.0,2020,1930686444,4/2/2036 0:00,00:00.0,4/3/2036 0:00,NAC6,13133.03,0-15
5848,CA02,140105686,SYSC in,31:31.4,2020,2960629248,4/3/2036 0:00,00:00.0,4/4/2036 0:00,CA10,2905.644,0-15
5849,U001,200769623,WAL-MAR trust,53:03.8,2020,1930698479,4/4/2036 0:00,00:00.0,4/5/2036 0:00,NAH4,59.88,0-15
5850,U001,200769623,WAL-MAR foundation,48:08.6,2020,1930624401,4/5/2036 0:00,00:00.0,4/6/2036 0:00,NAH4,5507.47,0-15
5851,U001,200704858,WAKE ,20:57.6,2020,1930719438,4/6/2036 0:00,00:00.0,4/7/2036 0:00,NAA8,112311.07,0-15
5852,U001,200769623,WAL-MAR associates,19:31.8,2020,1930860630,4/7/2036 0:00,00:00.0,4/8/2036 0:00,NAH4,18594.26,0-15
5853,U001,200704045,RA co,23:36.9,2020,1930759322,4/8/2036 0:00,00:00.0,4/9/2036 0:00,NAA8,12294.32,0-15
5854,U001,200729942,SA co,24:23.5,2020,1930724985,4/9/2036 0:00,00:00.0,4/10/2036 0:00,NAA8,35815.14,0-15
5855,U001,200762301,C&S WH trust,12:40.9,2020,1930677159,4/10/2036 0:00,00:00.0,4/11/2036 0:00,NAC6,53689.58,0-15
5856,U001,200722444,PERFOR systems,21:46.6,2020,1930661005,4/11/2036 0:00,00:00.0,4/12/2036 0:00,NAA8,50486.62,0-15
5857,U001,200769623,WAL-MAR llc,22:16.3,2020,1930805239,4/12/2036 0:00,00:00.0,4/13/2036 0:00,NAH4,183.85,0-15
5858,U001,200726979,BJ'S  corporation,39:18.8,2020,1930689833,4/13/2036 0:00,00:00.0,4/14/2036 0:00,NAA8,1721.73,0-15
5859,CA02,140104440,SO systems,25:30.5,2020,2960619356,4/14/2036 0:00,00:00.0,4/15/2036 0:00,CA10,10198.692,0-15
5860,U001,200794332,COST in,08:49.5,2020,1930801170,4/15/2036 0:00,00:00.0,4/16/2036 0:00,NAAX,81876.77,0-15
5861,U001,100031704,DELHAIZE associates,41:29.3,2020,1930655018,4/16/2036 0:00,00:00.0,4/17/2036 0:00,NAA8,17608.04,0-15
5862,CA02,140104409,LOB llc,23:00.9,2020,2960625156,4/17/2036 0:00,00:00.0,4/18/2036 0:00,CA10,81013.457,0-15
5863,U001,200762301,C&S WH corp,49:03.1,2020,1930717552,4/18/2036 0:00,00:00.0,4/19/2036 0:00,NAGD,19046.8,0-15
5864,U001,200769623,WAL-MAR corporation,22:49.3,2020,1930650988,4/19/2036 0:00,00:00.0,4/20/2036 0:00,NAH4,49368.47,0-15
5865,U001,200744019,TARG systems,53:03.4,2020,1930859498,4/20/2036 0:00,00:00.0,4/21/2036 0:00,NAA8,12228.67,0-15
5866,U001,100049962,MARKPOL foundation,47:26.2,2020,1930676643,4/21/2036 0:00,00:00.0,4/22/2036 0:00,NAA8,21565.98,
5867,U001,200739006,AL llc,58:10.5,2020,1930827568,4/22/2036 0:00,00:00.0,4/23/2036 0:00,NAA8,21300,16-30
5868,U001,200769623,WAL-MAR trust,36:03.3,2020,1930666936,4/23/2036 0:00,00:00.0,4/24/2036 0:00,NAH4,25613.35,0-15
5869,U001,200704858,WAKE corporation,46:46.5,2020,1930752628,4/24/2036 0:00,00:00.0,4/25/2036 0:00,NAA8,130321.11,0-15
5870,U001,200152991,JET trust,20:14.0,2020,1930732673,4/25/2036 0:00,00:00.0,4/26/2036 0:00,NAA8,4626.68,0-15
5871,U001,200769623,WAL-MAR co,24:11.8,2020,1930796829,4/26/2036 0:00,00:00.0,4/27/2036 0:00,NAH4,29087.75,0-15
5872,U001,200820380,SMITH'S systems,54:53.2,2020,1930801439,4/27/2036 0:00,00:00.0,4/28/2036 0:00,NAA8,11563.76,0-15
5873,U001,200726979,BJ'S  us,06:56.3,2020,1930577347,4/28/2036 0:00,00:00.0,4/29/2036 0:00,NAA8,413.83,0-15
5874,U001,200418007,AM foundation,00:00.9,2020,1930733718,4/29/2036 0:00,00:00.0,4/30/2036 0:00,NAGD,1081.68,16-30
5875,U001,200704045,RA in,59:41.4,2020,1930857885,4/30/2036 0:00,00:00.0,5/1/2036 0:00,NAA8,92896.61,0-15
5876,U001,200148860,DOLLA trust,27:27.3,2020,1930624246,5/1/2036 0:00,00:00.0,5/2/2036 0:00,NAA8,47652.41,
5877,CA02,140104423,METRO  llc,25:18.6,2020,2960620914,5/2/2036 0:00,00:00.0,5/3/2036 0:00,CA10,38333.596,0-15
5878,U001,200769623,WAL-MAR ,19:31.8,2020,1930612202,5/3/2036 0:00,00:00.0,5/4/2036 0:00,NAH4,14982.05,0-15
5879,U001,200416837,DEC ,17:20.6,2020,1930858905,5/4/2036 0:00,00:00.0,5/5/2036 0:00,NAM4,1287.83,
5880,U001,200772670,ASSOCIAT trust,32:29.0,2020,1930797219,5/5/2036 0:00,00:00.0,5/6/2036 0:00,NAU5,3835.12,0-15
5881,U001,200418007,AM trust,44:18.4,2020,1930779935,5/6/2036 0:00,00:00.0,5/7/2036 0:00,NAA8,5188.45,0-15
5882,U001,200769623,WAL-MAR systems,52:20.1,2020,1930775840,5/7/2036 0:00,00:00.0,5/8/2036 0:00,NAH4,16546.11,0-15
5883,U001,200230690,DECA ,46:35.1,2020,1930806544,5/8/2036 0:00,00:00.0,5/9/2036 0:00,NAM4,25.92,
5884,U001,100054867,CTI A corp,28:12.4,2020,1930666455,5/9/2036 0:00,00:00.0,5/10/2036 0:00,NAA8,88169.63,0-15
5885,U001,200772670,ASSOCIAT ,51:11.5,2020,1930693743,5/10/2036 0:00,00:00.0,5/11/2036 0:00,NAU5,79008.61,0-15
5886,U001,200290370,BARGAIN  in,14:15.6,2020,1930709670,5/11/2036 0:00,00:00.0,5/12/2036 0:00,NAA8,34795.2,0-15
5887,U001,200762301,C&S WH foundation,04:54.3,2020,1930665942,5/12/2036 0:00,00:00.0,5/13/2036 0:00,NAGD,7543.41,0-15
5888,CA02,140104423,METRO  ,40:45.2,2020,2960617062,5/13/2036 0:00,00:00.0,5/14/2036 0:00,CA10,38332.294,0-15
5889,U001,200793568,SUPE foundation,48:09.6,2020,1930856852,5/14/2036 0:00,00:00.0,5/15/2036 0:00,NAA8,151820.55,0-15
5890,U001,200418007,AM systems,39:02.9,2020,1930671480,5/15/2036 0:00,00:00.0,5/16/2036 0:00,NAGD,1824.48,16-30
